diseaseId	name	vocabulary	code	vocabularyName
C3150700	MENTAL RETARDATION, AUTOSOMAL DOMINANT 20	DO	0060307	autosomal dominant non-syndromic intellectual disability
C3151411	MENTAL RETARDATION, AUTOSOMAL DOMINANT 6	DO	0060307	autosomal dominant non-syndromic intellectual disability
C3279839	MENTAL RETARDATION, AUTOSOMAL DOMINANT 7	DO	0060307	autosomal dominant non-syndromic intellectual disability
C3280282	MENTAL RETARDATION, AUTOSOMAL DOMINANT 8	DO	0060307	autosomal dominant non-syndromic intellectual disability
C3280283	MENTAL RETARDATION, AUTOSOMAL DOMINANT 9	DO	0060307	autosomal dominant non-syndromic intellectual disability
C3280284	MENTAL RETARDATION, AUTOSOMAL DOMINANT 10	DO	0060307	autosomal dominant non-syndromic intellectual disability
C3280285	MENTAL RETARDATION, AUTOSOMAL DOMINANT 11	DO	0060307	autosomal dominant non-syndromic intellectual disability
C3281202	MENTAL RETARDATION, AUTOSOMAL DOMINANT 13	DO	0060307	autosomal dominant non-syndromic intellectual disability
C3553247	MENTAL RETARDATION, AUTOSOMAL DOMINANT 14	DO	0060307	autosomal dominant non-syndromic intellectual disability
C3553248	MENTAL RETARDATION, AUTOSOMAL DOMINANT 15	DO	0060307	autosomal dominant non-syndromic intellectual disability
C3553249	MENTAL RETARDATION, AUTOSOMAL DOMINANT 16	DO	0060307	autosomal dominant non-syndromic intellectual disability
C3554343	MENTAL RETARDATION, AUTOSOMAL DOMINANT 17	DO	0060307	autosomal dominant non-syndromic intellectual disability
C3554448	MENTAL RETARDATION, AUTOSOMAL DOMINANT 18	DO	0060307	autosomal dominant non-syndromic intellectual disability
C3554449	MENTAL RETARDATION, AUTOSOMAL DOMINANT 19	DO	0060307	autosomal dominant non-syndromic intellectual disability
C3808184	MENTAL RETARDATION, AUTOSOMAL DOMINANT 22	DO	0060307	autosomal dominant non-syndromic intellectual disability
C3809686	MENTAL RETARDATION, AUTOSOMAL DOMINANT 21	DO	0060307	autosomal dominant non-syndromic intellectual disability
C3810406	MENTAL RETARDATION, AUTOSOMAL DOMINANT 23	DO	0060307	autosomal dominant non-syndromic intellectual disability
C4014414	MENTAL RETARDATION, AUTOSOMAL DOMINANT 24	DO	0060307	autosomal dominant non-syndromic intellectual disability
C4014435	MENTAL RETARDATION, AUTOSOMAL DOMINANT 26	DO	0060307	autosomal dominant non-syndromic intellectual disability
C4014538	HELSMOORTEL-VAN DER AA SYNDROME	DO	0060307	autosomal dominant non-syndromic intellectual disability
C1969623	NEUROFIBROMATOSIS, TYPE 1-LIKE SYNDROME	ORDO	137605	Legius syndrome
C1969645	Ataxia, Spastic, 3, Autosomal Recessive	ORDO	314603	Autosomal recessive spastic ataxia with leukoencephalopathy
C1969645	Ataxia, Spastic, 3, Autosomal Recessive	DO	0050942	spastic ataxia 3
C1969651	Macular Degeneration, Age-Related, 9	DO	0110021	age related macular degeneration 9
C1969652	BRACHYDACTYLY, TYPE B2 (disorder)	ORDO	140908	Brachydactyly type B2
C1969655	LETHAL CONGENITAL CONTRACTURAL SYNDROME 3	ORDO	137783	Lethal congenital contracture syndrome type 3
C1969785	MUSCULAR DYSTROPHY, LIMB-GIRDLE, TYPE 2L (disorder)	ORDO	206549	Autosomal recessive limb-girdle muscular dystrophy type 2L
C1969796	ATAXIA, SPASTIC, 2, AUTOSOMAL RECESSIVE (disorder)	ORDO	397946	Autosomal recessive spastic paraplegia type 58
C1969796	ATAXIA, SPASTIC, 2, AUTOSOMAL RECESSIVE (disorder)	DO	0050941	spastic ataxia 2
C1969799	Severe Combined Immunodeficiency with Microcephaly, Growth Retardation, and Sensitivity to Ionizing Radiation	ORDO	169079	Cernunnos-XLF deficiency
C1969809	Isobutyryl-CoA dehydrogenase deficiency	ORDO	79159	Isobutyryl-CoA dehydrogenase deficiency
C1970009	SPASTIC PARAPLEGIA 32, AUTOSOMAL RECESSIVE	ORDO	171622	Autosomal recessive spastic paraplegia type 32
C1970011	CHARCOT-MARIE-TOOTH DISEASE, TYPE 4J	ORDO	139515	Charcot-Marie-Tooth disease type 4J
C1970021	Congenital Disorder Of Glycosylation, Type IIH	ORDO	95428	COG8-CDG
C1970027	Hypertelorism, Severe, With Midface Prominence, Myopia, Mental Retardation, And Bone Fragility	ORDO	314555	Craniofacial dysplasia-osteopenia syndrome
C1970107	ATAXIA, SPASTIC, 1, AUTOSOMAL DOMINANT	ORDO	251282	Autosomal dominant spastic ataxia type 1
C1970107	ATAXIA, SPASTIC, 1, AUTOSOMAL DOMINANT	DO	0050772	spastic ataxia 1
C1970109	AROMATASE EXCESS SYNDROME	ORDO	178345	Aromatase excess syndrome
C1970163	RETINITIS PIGMENTOSA 37 (disorder)	DO	0110399	retinitis pigmentosa 37
C1970173	Acyl-CoA Dehydrogenase Family, Member 9, Deficiency of	ORDO	99901	Acyl-CoA dehydrogenase 9 deficiency
C1970180	Leukoencephalopathy with Brainstem and Spinal Cord Involvement and Lactate Elevation	ORDO	137898	Leukoencephalopathy with brain stem and spinal cord involvement-high lactate syndrome
C1970187	Deafness, Sensorineural, And Male Infertility	ORDO	94064	Deafness-infertility syndrome
C1970211	Spinal Muscular Atrophy, Distal, Autosomal Recessive, 4	ORDO	206580	Autosomal recessive lower motor neuron disease with childhood onset
C1970236	Microphthalmia, Posterior, With Retinitis Pigmentosa, Foveoschisis, And Optic Disc Drusen	ORDO	251279	Microphthalmia-retinitis pigmentosa-foveoschisis-optic disc drusen syndrome
C1970236	Microphthalmia, Posterior, With Retinitis Pigmentosa, Foveoschisis, And Optic Disc Drusen	DO	0060837	isolated microphthalmia 5
C1970237	Microphthalmia, Isolated 3	DO	0060842	isolated microphthalmia 3
C1970253	Phosphoserine Aminotransferase Deficiency	ORDO	284417	Phosphoserine aminotransferase deficiency
C1970253	Phosphoserine Aminotransferase Deficiency	DO	0050723	PSAT deficiency
C1970269	Choreoathetosis, Hypothyroidism, And Neonatal Respiratory Distress	ORDO	209905	Brain-lung-thyroid syndrome
C1970309	Renal Tubular Acidosis, Proximal, With Ocular Abnormalities And Mental Retardation	ORDO	93607	Autosomal recessive proximal renal tubular acidosis
C1970344	Congenital Disorder Of Glycosylation, Type IIF	ORDO	238459	SLC35A1-CDG
C1970414	Osteogenesis Imperfecta, Type V	ORDO	216828	Osteogenesis imperfecta type 5
C2931093	Osteogenesis imperfecta, type 5	ORDO	216828	Osteogenesis imperfecta type 5
C1970416	XFE Progeroid Syndrome	DO	0060590	XFE progeroid syndrome
C1970431	PITT-HOPKINS SYNDROME	ORDO	2896	Pitt-Hopkins syndrome
C1970431	PITT-HOPKINS SYNDROME	DO	0060488	Pitt-Hopkins syndrome
C1970456	Surfactant Metabolism Dysfunction, Pulmonary, 3	ORDO	440402	Interstitial lung disease due to ABCA3 deficiency
C1970482	Potocki-Lupski syndrome	ORDO	1713	17p11.2 microduplication syndrome
C2931246	Chromosome 17, trisomy 17p11 2	ORDO	1713	17p11.2 microduplication syndrome
C1970482	Potocki-Lupski syndrome	DO	0060853	Potocki-Luspski syndrome
C2931246	Chromosome 17, trisomy 17p11 2	DO	0060853	Potocki-Luspski syndrome
C1970506	CILIARY DYSKINESIA, PRIMARY, 6	DO	0110606	primary ciliary dyskinesia 6
C1970712	Multiple Endocrine Neoplasia, Type IV	ORDO	276152	Multiple endocrine neoplasia type 4
C1970712	Multiple Endocrine Neoplasia, Type IV	DO	0080137	multiple endocrine neoplasia type 4
C1970827	Phosphoribosylpyrophosphate Synthetase Superactivity	ORDO	3222	Phosphoribosylpyrophosphate synthetase superactivity
C1970840	Leukoencephalopathy With Metaphyseal Chondrodysplasia	ORDO	83629	Leukoencephalopathy-metaphyseal chondrodysplasia syndrome
C1970848	Phosphoglycerate Kinase 1 Deficiency	ORDO	713	Glycogen storage disease due to phosphoglycerate kinase 1 deficiency
C1970859	Atypical Mycobacteriosis, Familial, X-Linked 2	ORDO	319623	X-linked mendelian susceptibility to mycobacterial diseases due to CYBB deficiency
C1970879	ATYPICAL MYCOBACTERIOSIS, FAMILIAL, X-LINKED 1 (disorder)	ORDO	319612	X-linked mendelian susceptibility to mycobacterial diseases due to IKBKG deficiency
C2004491	Cicatrix	EFO	EFO_0006346	severe cutaneous adverse reaction
C2004576	Vaginal Melanoma	EFO	EFO_1000619	Vaginal Melanoma
C2020284	Stickler syndrome, type 1	ORDO	828	Stickler syndrome
C2020284	Stickler syndrome, type 1	ORDO	90653	Stickler syndrome type 1
C2044987	Cervical Glandular Intraepithelial Neoplasia	EFO	EFO_1000165	Cervical Glandular Intraepithelial Neoplasia
C2076596	Influenza A/H5N1	DO	4492	avian influenza
C3264382	Swine influenza virus (viruses that normally cause infections in pigs)	DO	4492	avian influenza
C2187547	Retroperitoneal Leiomyosarcoma	DO	5284	retroperitoneal leiomyosarcoma
C2212006	Ovarian Small Cell Carcinoma	EFO	EFO_1000431	Ovarian Small Cell Carcinoma
C2212006	Ovarian Small Cell Carcinoma	DO	6179	ovarian small cell carcinoma
C2237660	exudative macular degeneration	EFO	EFO_0004683	wet macular degeneration
C2239219	von Willebrand's factor (lab test)	EFO	EFO_0004629	von Willebrand factor measurement
C2239222	Vascular Endothelial Growth Factor Measurement	EFO	EFO_0004762	vascular endothelial growth factor measurement
C2242817	Homocysteine measurement	EFO	EFO_0004578	homocysteine measurement
C2242987	Benign Mastocytoma	EFO	EFO_1000932	extracutaneous mastocytoma
C2242987	Benign Mastocytoma	DO	4659	extracutaneous mastocytoma
C2243086	basal cell adenocarcinoma of salivary gland	EFO	EFO_1000515	Salivary Gland Basal Cell Adenocarcinoma
C2316832	Arachidonic acid measurement	EFO	EFO_0006808	arachidonic acid measurement
C2347126	Microscopic Polyarteritis	EFO	EFO_1000784	microscopic polyangiitis
C2347126	Microscopic Polyarteritis	ORDO	727	Microscopic polyangiitis
C2348239	Endolymphatic sac tumor	EFO	EFO_1000230	Endolymphatic Sac Tumor
C2350019	Solitary Pulmonary Nodule	EFO	EFO_1001133	pulmonary coin lesion
C2350019	Solitary Pulmonary Nodule	DO	5364	pulmonary coin lesion
C2350236	Idiopathic Interstitial Pneumonias	ORDO	98300	Idiopathic interstitial pneumonia
C2350242	Osteoarthritis, Spine	EFO	EFO_1000787	osteoarthritis, spine
C2350529	Pulmonary Aspergillosis	EFO	EFO_1001834	pulmonary aspergillosis
C2350530	Bronchopulmonary Aspergillosis	EFO	EFO_1001834	pulmonary aspergillosis
C2363129	Benign Rolandic Epilepsy	ORDO	1945	Rolandic epilepsy
C2363142	T-Cell Prolymphocytic Leukemia	EFO	EFO_1000560	T-Cell Prolymphocytic Leukemia
C2584774	Congenital hypofibrinogenemia	ORDO	98880	Familial afibrinogenemia
C2584778	Thrombotic thrombocytopenic purpura, acquired	ORDO	93585	Acquired thrombotic thrombocytopenic purpura
C2607914	Allergic rhinitis (disorder)	EFO	EFO_0005854	allergic rhinitis
C2608083	Cholestasis, benign recurrent intrahepatic 2	ORDO	99961	Benign recurrent intrahepatic cholestasis type 2
C2609268	Low phospholipid-associated cholelithiasis	ORDO	69663	Low phospholipid associated cholelithiasis
C2673195	Angiopathy, Hereditary, With Nephropathy, Aneurysms, And Muscle Cramps	ORDO	73229	Autosomal dominant familial hematuria-retinal arteriolar tortuosity-contractures syndrome
C2673196	LIPOPROTEIN GLOMERULOPATHY	ORDO	329481	Lipoprotein glomerulopathy
C2673198	Familial Cold Autoinflammatory Syndrome 2	ORDO	247868	NLRP12-associated hereditary periodic fever syndrome
C2673257	EPILEPSY, PROGRESSIVE MYOCLONIC 3	ORDO	263516	Progressive myoclonic epilepsy type 3
C2673535	DYSTONIA, DOPA-RESPONSIVE, WITH OR WITHOUT HYPERPHENYLALANINEMIA, AUTOSOMAL RECESSIVE (disorder)	ORDO	101150	Autosomal recessive dopa-responsive dystonia
C2673536	Combined Cellular And Humoral Immune Defects With Granulomas	ORDO	157949	Combined immunodeficiency with skin granulomas
C2673635	Combined Saposin Deficiency	ORDO	139406	Encephalopathy due to prosaposin deficiency
C2673642	Combined Oxidative Phosphorylation Deficiency 5	ORDO	137908	Hypotonia with lactic acidemia and hyperammonemia
C2673648	Hypomagnesemia 4, Renal	EFO	EFO_0003298	epidermal growth factor
C2673648	Hypomagnesemia 4, Renal	DO	0060882	renal hypomagnesemia 4
C2673677	Myopathy, Early-Onset, with Fatal Cardiomyopathy	ORDO	289377	Early-onset myopathy with fatal cardiomyopathy
C2673885	Renal hepatic pancreatic dysplasia Dandy Walker cyst	ORDO	3032	NPHP3-related Meckel-like syndrome
C2674173	Achondroplasia, Severe, With Developmental Delay And Acanthosis Nigricans	ORDO	85165	Severe achondroplasia-developmental delay-acanthosis nigricans syndrome
C2674616	FAMILIAL ADENOMATOUS POLYPOSIS, ATTENUATED (disorder)	ORDO	220460	Attenuated familial adenomatous polyposis
C2674705	Osteolysis, Hereditary, Of Carpal Bones With Or Without Nephropathy	ORDO	2774	Multicentric carpo-tarsal osteolysis with or without nephropathy
C2674723	RAS-ASSOCIATED AUTOIMMUNE LEUKOPROLIFERATIVE DISORDER	ORDO	268114	RAS-associated autoimmune leukoproliferative disease
C2674723	RAS-ASSOCIATED AUTOIMMUNE LEUKOPROLIFERATIVE DISORDER	DO	0110117	autoimmune lymphoproliferative syndrome type 4
C2674949	Chromosome 3q29 Deletion Syndrome	ORDO	65286	3q29 microdeletion syndrome
C2674949	Chromosome 3q29 Deletion Syndrome	DO	0060419	chromosome 3q29 microdeletion syndrome
C2675014	Mullerian Aplasia and Hyperandrogenism	ORDO	247768	Mullerian aplasia and hyperandrogenism
C2675179	Arginine:Glycine Amidinotransferase Deficiency	ORDO	35704	L-Arginine:glycine amidinotransferase deficiency
C2675179	Arginine:Glycine Amidinotransferase Deficiency	DO	0050712	AGAT deficiency
C2675183	Dyschromatosis Universalis Hereditaria 2	DO	0060304	dyschromatosis universalis hereditaria
C2675711	Dyschromatosis Universalis Hereditaria 1	DO	0060304	dyschromatosis universalis hereditaria
C2930995	Dyschromatosis universalis hereditaria	DO	0060304	dyschromatosis universalis hereditaria
C3809394	DYSCHROMATOSIS UNIVERSALIS HEREDITARIA 3	DO	0060304	dyschromatosis universalis hereditaria
C2675184	Exocrine Pancreatic Insufficiency, Dyserythropoietic Anemia, and Calvarial Hyperostosis	ORDO	199337	Pancreatic insufficiency-anemia-hyperostosis syndrome
C2675185	Kahrizi Syndrome	ORDO	168972	Kahrizi syndrome
C2675185	Kahrizi Syndrome	DO	0050807	Kahrizi syndrome
C2675186	LEBER CONGENITAL AMAUROSIS 13	DO	0110330	Leber congenital amaurosis 13
C3150208	RETINITIS PIGMENTOSA 53	DO	0110330	Leber congenital amaurosis 13
C2675204	Polyneuropathy, Hearing Loss, Ataxia, Retinitis Pigmentosa, And Cataract	ORDO	171848	Polyneuropathy-hearing loss-ataxia-retinitis pigmentosa-cataract syndrome
C2675211	EPISODIC ATAXIA, TYPE 6 (disorder)	ORDO	209967	Episodic ataxia type 6
C2675211	EPISODIC ATAXIA, TYPE 6 (disorder)	DO	0050994	episodic ataxia type 6
C2675227	Endocrine-Cerebroosteodysplasia	ORDO	199332	Endocrine-cerebro-osteodysplasia syndrome
C2675227	Endocrine-Cerebroosteodysplasia	DO	0060641	endocrine-cerebro-osteodysplasia syndrome
C2675228	CILIARY DYSKINESIA, PRIMARY, 12	DO	0110601	primary ciliary dyskinesia 12
C2675229	CILIARY DYSKINESIA, PRIMARY, 11	DO	0110602	primary ciliary dyskinesia 11
C2675336	Duplication 15q11-q13 Syndrome	ORDO	238446	15q11q13 microduplication syndrome
C2675336	Duplication 15q11-q13 Syndrome	DO	0060393	chromosome 15q11.2 deletion syndrome
C2675369	Chromosome 22q11.2 Microduplication Syndrome	ORDO	1727	22q11.2 microduplication syndrome
C2675369	Chromosome 22q11.2 Microduplication Syndrome	DO	0060436	chromosome 22q11.2 microduplication syndrome
C2675458	USHER SYNDROME, TYPE IH (disorder)	DO	0110835	Usher syndrome type 1H
C2675459	Adenylate Kinase Deficiency, Hemolytic Anemia Due To	ORDO	86817	Hemolytic anemia due to adenylate kinase deficiency
C2675463	Chromosome 15q26-Qter Deletion Syndrome	ORDO	1596	Distal monosomy 15q
C2675471	MICROVASCULAR COMPLICATIONS OF DIABETES, SUSCEPTIBILITY TO, 2 (finding)	EFO	EFO_0003233	erythropoietin
C2675491	AMYOTROPHIC LATERAL SCLEROSIS 11	DO	0060202	amyotrophic lateral sclerosis type 11
C2675496	Retinitis Pigmentosa 46	DO	0110409	retinitis pigmentosa 46
C2675526	Neutropenia, Severe Congenital, Autosomal Recessive 4	ORDO	331176	Autosomal recessive severe congenital neutropenia due to G6PC3 deficiency
C2751630	Dursun Syndrome	ORDO	331176	Autosomal recessive severe congenital neutropenia due to G6PC3 deficiency
C2675527	Myopathy, Congenital, Compton-North	ORDO	210163	Congenital lethal myopathy, Compton-North type
C2675527	Myopathy, Congenital, Compton-North	DO	0080101	Compton-North congenital myopathy
C2675528	Spastic Paraplegia 42, Autosomal Dominant	ORDO	171863	Autosomal dominant spastic paraplegia type 42
C2675556	ENCEPHALOPATHY, ACUTE, INFECTION-INDUCED, SUSCEPTIBILITY TO, 3	ORDO	88619	Familial acute necrotizing encephalopathy
C2675711	Dyschromatosis Universalis Hereditaria 1	ORDO	241	Dyschromatosis universalis
C2675730	Deafness, Congenital, and Onychodystrophy, Autosomal Dominant	ORDO	79499	Autosomal dominant deafness-onychodystrophy syndrome
C2675746	CRANIODIAPHYSEAL DYSPLASIA, AUTOSOMAL DOMINANT (disorder)	ORDO	1513	Craniodiaphyseal dysplasia
C2675867	CILIARY DYSKINESIA, PRIMARY, 10	DO	0110612	primary ciliary dyskinesia 10
C2676023	Hypercarotenemia And Vitamin A Deficiency, Autosomal Dominant	ORDO	199285	Hereditary hypercarotenemia and vitamin A deficiency
C2676235	CILIARY DYSKINESIA, PRIMARY, 9	DO	0110622	primary ciliary dyskinesia 9
C2676244	Leukodystrophy, Hypomyelinating, 6	ORDO	139441	Hypomyelination with atrophy of basal ganglia and cerebellum
C2676244	Leukodystrophy, Hypomyelinating, 6	DO	0060798	hypomyelinating leukodystrophy 6
C2676281	DYSTONIA 17, TORSION, AUTOSOMAL RECESSIVE (disorder)	ORDO	370103	Primary dystonia, DYT17 type
C2676285	Bone Fragility with Contractures, Arterial Rupture, and Deafness	ORDO	300284	Connective tissue disorder due to lysyl hydroxylase-3 deficiency
C2676465	Pontocerebellar Hypoplasia Type 2C	DO	0060269	pontocerebellar hypoplasia type 2C
C2676466	Pontocerebellar Hypoplasia Type 2B	DO	0060268	pontocerebellar hypoplasia type 2B
C2676510	Spondylocheirodysplasia, Ehlers-Danlos Syndrome-Like	ORDO	157965	Ehlers-Danlos syndrome, spondylocheirodysplastic type
C2676732	SPASTIC PARAPLEGIA 38, AUTOSOMAL DOMINANT (disorder)	ORDO	171617	Autosomal dominant spastic paraplegia type 38
C2676739	Chromosome 2q32-Q33 Deletion Syndrome	ORDO	251019	2q32q33 microdeletion syndrome
C2676766	Osteopetrosis, Autosomal Recessive 7	ORDO	178389	Osteopetrosis-hypogammaglobulinemia syndrome
C2676767	CD59 Deficiency	ORDO	169464	Primary CD59 deficiency
C2676770	Birk-Barel Mental Retardation Dysmorphism Syndrome	ORDO	166108	Intellectual disability, Birk-Barel type
C2676770	Birk-Barel Mental Retardation Dysmorphism Syndrome	DO	0050675	Birk-Barel syndrome
C2676772	Microtia, Hearing Impairment, And Cleft Palate	ORDO	140963	Bilateral microtia-deafness-cleft palate syndrome
C2676782	Nephrolithiasis-Osteoporosis, Hypophosphatemic, 2	DO	0080078	hypophosphatemic nephrolithiasis/osteoporosis 2
C2676786	Nephrolithiasis-Osteoporosis, Hypophosphatemic, 1	DO	0080077	hypophosphatemic nephrolithiasis/osteoporosis 1
C2677085	Ciliary Dyskinesia, Primary, 8	DO	0110616	primary ciliary dyskinesia 8
C2677092	MYD88 Deficiency	ORDO	183713	Pyogenic bacterial infections due to MyD88 deficiency
C2677099	CROUZON SYNDROME WITH ACANTHOSIS NIGRICANS (disorder)	ORDO	93262	Crouzon syndrome-acanthosis nigricans syndrome
C2677109	Leukodystrophy, Hypomyelinating, 4	ORDO	280288	Pelizaeus-Merzbacher-like disease due to HSPD1 mutation
C2677109	Leukodystrophy, Hypomyelinating, 4	DO	0060789	hypomyelinating leukodystrophy 4
C2677162	BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 9	ORDO	217031	Obesity due to MC3R deficiency
C2677299	CEREBRORETINAL MICROANGIOPATHY WITH CALCIFICATIONS AND CYSTS (disorder)	ORDO	313838	Coats plus syndrome
C2677325	RETINITIS PIGMENTOSA 29 (disorder)	DO	0110378	retinitis pigmentosa 29
C2677349	Epidermolysis Bullosa Simplex With Pyloric Atresia	ORDO	158684	Epidermolysis bullosa simplex with pyloric atresia
C2677491	CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 12	DO	0110318	hypertrophic cardiomyopathy 12
C2677500	Oculoauricular Syndrome	ORDO	157962	Oculoauricular syndrome, Schorderet type
C2677500	Oculoauricular Syndrome	DO	0060482	oculoauricular syndrome
C2677506	Cardiomyopathy, Familial Hypertrophic, 11	DO	0110317	hypertrophic cardiomyopathy 11
C2677516	RETINITIS PIGMENTOSA 41 (disorder)	DO	0110376	retinitis pigmentosa 41
C2677535	Alopecia, Neurologic Defects, and Endocrinopathy Syndrome	ORDO	157954	ANE syndrome
C2677565	AMYOTROPHIC LATERAL SCLEROSIS 10 (disorder)	DO	0060201	amyotrophic lateral sclerosis type 10
C3148872	FRONTOTEMPORAL DEMENTIA WITH TDP43 INCLUSIONS, TARDBP-RELATED	DO	0060201	amyotrophic lateral sclerosis type 10
C2677567	DYSTONIA 16 (disorder)	ORDO	210571	Dystonia 16
C2677586	Spastic Paraplegia 39, Autosomal Recessive	ORDO	139480	Autosomal recessive spastic paraplegia type 39
C2677587	Cataract, Juvenile, With Microcornea And Glucosuria	ORDO	247794	Juvenile cataract-microcornea-renal glucosuria syndrome
C2677589	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 9	ORDO	139485	Autosomal recessive ataxia due to ubiquinone deficiency
C2677589	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 9	DO	0050730	coenzyme Q10 deficiency disease
C3551954	COENZYME Q10 DEFICIENCY, PRIMARY, 1	DO	0050730	coenzyme Q10 deficiency disease
C3553349	COENZYME Q10 DEFICIENCY, PRIMARY, 6	DO	0050730	coenzyme Q10 deficiency disease
C3553354	COENZYME Q10 DEFICIENCY, PRIMARY, 2	DO	0050730	coenzyme Q10 deficiency disease
C3553358	COENZYME Q10 DEFICIENCY, PRIMARY, 3	DO	0050730	coenzyme Q10 deficiency disease
C3553374	COENZYME Q10 DEFICIENCY, PRIMARY, 5	DO	0050730	coenzyme Q10 deficiency disease
C2677590	Congenital Disorder Of Glycosylation, Type In	ORDO	244310	RFT1-CDG
C2677613	Chromosome 15q13.3 Microdeletion Syndrome	ORDO	199318	15q13.3 microdeletion syndrome
C2677774	Age-Related Macular Degeneration type 11	DO	0110023	age related macular degeneration 11
C2677792	Riddle Syndrome	ORDO	420741	RIDDLE syndrome
C2677843	Episodic Ataxia, Type 7	ORDO	209970	Episodic ataxia type 7
C2677843	Episodic Ataxia, Type 7	DO	0050995	episodic ataxia type 7
C2677888	Alzheimer Disease 16	DO	0110036	Alzheimer's disease 16
C2677889	Protoporphyria, Erythropoietic, X-Linked Dominant	ORDO	443197	X-linked erythropoietic protoporphyria
C2677897	SPASTIC PARAPLEGIA 34, X-LINKED (disorder)	ORDO	171607	X-linked spastic paraplegia type 34
C2677903	Mental Retardation And Microcephaly With Pontine And Cerebellar Hypoplasia	ORDO	163937	X-linked intellectual disability, Najm type
C2678036	Craniofacioskeletal Syndrome	ORDO	163979	X-linked intellectual disability-craniofacioskeletal syndrome
C2678045	TOE SYNDACTYLY, TELECANTHUS, AND ANOGENITAL AND RENAL MALFORMATIONS	ORDO	140952	Syndactyly-telecanthus-anogenital and renal malformations syndrome
C2678046	Mental Retardation, X-Linked, Syndromic, Turner Type	ORDO	85328	X-linked intellectual disability, Turner type
C2678046	Mental Retardation, X-Linked, Syndromic, Turner Type	DO	0060811	syndromic X-linked intellectual disability Turner type
C2678048	Spinocerebellar Ataxia, X-Linked 5	ORDO	314978	X-linked non progressive cerebellar ataxia
C2678051	MENTAL RETARDATION, X-LINKED 94 (disorder)	ORDO	364028	X-linked intellectual disability due to GRIA3 anomalies
C2678055	MYOPATHY, X-LINKED, WITH POSTURAL MUSCLE ATROPHY (disorder)	ORDO	178461	X-linked myopathy with postural muscle atrophy
C2749106	Emery-Dreifuss Muscular Dystrophy 6, X-Linked	ORDO	178461	X-linked myopathy with postural muscle atrophy
C2678061	SCAPULOPERONEAL MYOPATHY, X-LINKED DOMINANT	ORDO	431272	X-linked scapuloperoneal muscular dystrophy
C2678098	Hypospadias 1, X-Linked	ORDO	440	Familial hypospadias
C2678408	PITUITARY HORMONE DEFICIENCY, COMBINED, 4	ORDO	85442	Short stature-pituitary and cerebellar defects-small sella turcica syndrome
C2678468	Amyotrophic Lateral Sclerosis 9	DO	0060200	amyotrophic lateral sclerosis type 9
C2678471	Lethal Arthrogryposis With Anterior Horn Cell Disease	ORDO	53696	Lethal arthrogryposis-anterior horn cell disease syndrome
C2678473	CILIARY DYSKINESIA, PRIMARY, 7 (disorder)	DO	0110605	primary ciliary dyskinesia 7
C2678480	Chromosome 22q11.2 Deletion Syndrome, Distal	ORDO	261330	Distal 22q11.2 microdeletion syndrome
C2678480	Chromosome 22q11.2 Deletion Syndrome, Distal	DO	0060413	chromosome 22q11.2 deletion syndrome, distal
C2678482	Microtia With Nasolacrimal Duct Imperforation And Eye Coloboma	ORDO	139450	Microtia-eye coloboma-imperforation of the nasolacrimal duct syndrome
C2678483	Long Qt Syndrome 11	DO	0110652	long QT syndrome 11
C2678484	Long Qt Syndrome 10	DO	0110651	long QT syndrome 10
C4013560	ATRIAL FIBRILLATION, FAMILIAL, 17	DO	0110651	long QT syndrome 10
C2678485	LONG QT SYNDROME 9 (disorder)	DO	0110650	long QT syndrome 9
C2678486	Temple-Baraitser Syndrome	ORDO	420561	Temple-Baraitser syndrome
C2678492	Sex Reversal, Female, With Dysgenesis Of Kidneys, Adrenals, And Lungs	ORDO	139466	SERKAL syndrome
C2680446	SPASTIC PARAPLEGIA 43, AUTOSOMAL RECESSIVE	ORDO	320370	Autosomal recessive spastic paraplegia type 43
C2681535	HYPERPIGMENTATION, FAMILIAL PROGRESSIVE, 1	ORDO	79146	Familial progressive hyperpigmentation
C2681923	RETINITIS PIGMENTOSA 2 (disorder)	DO	0110415	retinitis pigmentosa 2
C2697758	Interleukin 10 Measurement	EFO	EFO_0004750	interleukin 10 measurement
C2697760	Interleukin 12 Measurement	EFO	EFO_0004753	interleukin 12 measurement
C2697766	Interleukin 18 Measurement	EFO	EFO_0004581	interleukin 18 measurement
C2698259	Monoclonal B-Cell Lymphocytosis	EFO	EFO_0006889	monoclonal B-cell lymphocytosis
C2698399	Myeloperoxidase Measurement	EFO	EFO_0005243	myeloperoxidase measurement
C2699063	Resistin Measurement	EFO	EFO_0004819	resistin measurement
C2699419	Complement C3 Measurement	EFO	EFO_0004983	complement C3 measurement
C2699541	Cytokine Measurement	EFO	EFO_0004873	cytokine measurement
C2699572	Dedifferentiated Solitary Fibrous Tumor	EFO	EFO_1000214	Dedifferentiated Solitary Fibrous Tumor
C2699746	Syndactyly, type 2	ORDO	93403	Syndactyly type 2
C2700366	Adiponectin Measurement	EFO	EFO_0004502	adiponectin measurement
C2700425	EHLERS-DANLOS SYNDROME, DERMATOSPARAXIS TYPE	ORDO	1901	Ehlers-Danlos syndrome, dermatosparaxis type
